id_alumne,PIP,PED,PDAA,AT,SOC,LCAT,LESP,DIDA,LENG,INCL,SEOE,DIDC,DIDM,CINA,PLST,EDFI,PRAC,DGEO
6198,6.0,7.0,5.5,8.3,7.0,6.5,6.5,8.3,6.7,6.0,7.0,6.8,7.7,8.4,6.1,7.6,7.4,9.0
6200,7.0,8.4,8.0,8.0,8.3,6.0,6.3,7.7,7.2,,,,,,,,,
6204,8.1,7.5,8.5,7.9,9.7,6.7,8.0,8.2,7.4,7.0,6.0,9.4,7.3,6.9,3.5,0.0,7.6,9.1
6205,7.5,8.2,5.0,8.1,7.4,4.0,8.0,8.5,6.5,,,,,,,,,
6206,6.8,6.3,8.1,6.8,6.1,4.0,7.6,7.4,6.0,,,,,,,,,
6211,3.2,6.2,7.4,7.5,5.4,6.7,3.0,7.3,6.8,6.8,6.7,7.8,6.1,6.5,8.0,6.0,8.4,7.6
6213,7.3,7.4,7.3,0.0,9.0,4.3,5.6,0.0,0.0,,7.4,,,,7.0,,,
6215,6.9,6.8,8.1,7.2,7.3,5.1,8.0,6.3,8.0,,,,,,,,,
6216,8.2,7.8,9.5,8.7,10.0,7.7,8.4,7.8,8.4,6.4,7.7,9.6,9.0,9.1,9.0,8.4,9.3,9.0
6221,8.1,7.0,7.0,8.3,6.3,6.6,6.5,10.0,8.2,6.8,6.9,9.7,6.6,7.3,9.4,9.0,9.0,9.3
6223,6.6,5.7,8.2,7.1,8.2,6.0,7.4,7.7,5.5,,,,,,,,,
6232,6.4,7.5,7.9,9.0,7.5,6.0,6.5,7.6,6.4,7.7,8.0,6.1,8.1,6.9,6.8,7.3,9.5,8.8
6233,5.0,7.6,6.2,0.0,3.0,7.5,7.2,5.2,7.8,,,,,,,,,
6239,0.0,7.0,7.4,7.2,7.1,0.0,4.0,9.1,5.5,5.0,,6.5,6.8,7.4,7.7,6.3,8.5,6.0
6240,5.9,6.5,8.3,7.7,5.0,4.0,6.2,7.1,6.6,,,,,,,,,
6243,,,0.0,,5.1,2.7,,,0.0,,,,,,,,,
6252,7.5,7.7,8.4,7.0,8.0,5.5,5.4,7.3,5.4,,,,,,,,,
6256,3.0,4.0,3.9,0.0,4.0,3.0,3.0,6.7,0.0,,,,,,,,,
6257,5.0,7.5,8.5,8.2,5.5,3.0,3.0,5.9,5.7,,,,,,,,,
6259,7.1,8.0,7.6,7.6,7.9,7.5,7.0,6.5,7.1,7.7,8.4,9.3,7.3,8.9,9.0,7.9,9.2,6.5
6263,6.2,8.2,6.4,6.6,6.5,3.0,3.0,5.7,4.0,5.0,6.5,4.2,,5.2,,6.6,6.0,
6265,7.5,8.0,8.3,7.6,6.6,7.3,7.0,8.5,7.0,,,,,,,,,
6268,1.0,8.2,6.4,6.6,7.0,0.0,3.0,7.0,0.0,,,,,,6.0,,,
6272,0.0,0.0,3.0,0.0,0.0,0.0,3.5,0.0,0.0,,,,,,,,,
6273,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
6276,6.2,7.1,8.8,7.1,5.2,6.2,6.5,5.9,7.0,,,8.6,,6.4,9.5,,9.7,7.8
6279,3.5,8.2,7.4,8.8,6.4,5.6,7.0,7.0,6.6,6.7,7.0,4.0,6.5,6.8,7.2,5.8,7.8,5.0
6280,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
6281,2.1,6.3,0.0,6.8,6.7,4.0,0.0,8.2,8.4,,,,2.7,,6.5,5.3,6.6,6.8
6282,7.2,7.7,7.0,7.6,7.5,3.8,7.8,6.8,,,,,,,,,,
6283,5.0,9.0,8.4,9.3,5.9,6.1,6.6,6.5,7.0,8.0,9.5,7.3,6.1,6.8,9.0,7.1,9.1,6.7
6284,7.6,7.3,9.5,7.3,8.8,6.0,8.0,8.1,6.8,7.3,8.2,7.0,8.0,7.4,7.8,7.3,9.7,7.7
6285,6.9,7.3,6.5,8.7,9.9,4.0,7.3,9.0,7.7,,,,,,,,,
6287,7.7,8.6,9.0,7.3,6.7,5.8,6.4,9.0,7.6,6.0,7.3,6.0,6.5,7.0,6.8,6.3,7.4,6.3
6289,6.2,7.9,5.3,5.9,5.5,6.0,6.0,8.7,7.9,5.0,6.1,6.5,6.9,6.0,7.4,7.0,9.3,5.0
6291,8.8,7.2,9.0,7.7,6.6,6.2,6.6,8.9,8.3,7.5,9.0,8.3,6.5,8.7,7.8,9.0,9.6,7.0
6292,9.1,8.2,8.5,8.3,9.6,9.0,8.7,10.0,9.0,7.5,8.3,9.8,8.0,9.4,9.0,8.1,9.6,7.7
6293,8.1,8.3,6.6,7.5,6.0,4.0,7.1,9.4,6.8,7.0,9.0,8.2,7.6,9.1,8.6,7.0,9.3,8.9
6295,7.7,9.5,7.9,7.8,7.7,8.0,7.2,8.5,7.5,7.0,8.0,9.9,7.0,9.1,9.0,8.6,9.7,6.6
6296,8.1,9.5,8.7,8.7,8.6,8.6,8.2,8.5,8.2,7.2,8.4,9.9,8.0,9.5,9.0,8.7,9.3,9.7
6297,8.4,9.5,9.5,9.0,8.0,7.3,8.0,9.8,9.0,7.1,7.0,9.5,7.9,9.3,8.0,7.7,9.0,7.4
6298,7.9,9.0,9.0,8.7,9.1,5.8,7.6,8.0,7.0,7.3,7.0,9.6,8.1,9.0,7.5,7.0,9.0,8.4
6300,9.0,6.2,7.6,7.0,6.4,6.8,7.2,7.8,7.4,7.5,7.0,8.6,6.7,9.0,7.8,7.0,7.7,5.8
6301,6.0,8.0,7.5,7.6,5.7,7.0,6.3,7.2,5.4,8.0,7.2,8.5,7.6,7.1,7.8,7.6,8.3,9.0
6302,7.5,6.0,7.3,7.0,7.0,4.0,6.9,6.5,6.2,5.8,7.6,6.4,7.8,7.1,8.0,7.7,9.0,7.0
6303,6.7,8.2,7.6,8.1,7.2,7.0,7.1,7.8,7.7,5.8,7.8,9.0,6.4,5.9,8.4,7.0,9.8,6.5
6308,8.6,7.2,7.0,7.4,9.0,7.5,6.7,6.8,7.2,9.6,7.3,9.0,6.2,6.2,8.8,7.0,9.2,7.7
6309,8.4,10.0,8.0,8.6,8.8,7.2,7.7,8.5,7.2,7.1,6.5,9.5,7.9,9.5,8.5,7.2,8.9,8.4
6311,8.5,7.6,7.5,7.7,8.2,0.0,7.3,8.1,7.7,,,,,,8.1,6.4,,8.7
6316,8.2,7.0,9.0,8.2,7.4,6.9,7.1,6.4,6.9,6.9,7.5,7.8,7.3,9.1,8.3,9.0,8.5,6.0
6318,8.8,7.4,8.0,8.3,7.0,4.0,7.3,8.1,7.3,7.8,7.6,7.9,7.1,8.2,8.5,7.2,8.5,9.0
6320,0.0,0.0,0.0,0.0,0.0,7.1,6.5,4.0,0.0,,,,,,,,,
6322,7.2,8.6,9.0,8.0,6.6,5.7,6.5,7.2,4.8,6.5,6.5,9.0,6.3,7.3,7.6,6.3,9.0,6.5
6325,6.0,6.5,5.0,8.2,8.0,6.0,3.5,5.0,0.0,,5.9,,6.1,5.5,0.0,5.0,8.1,5.5
6329,7.0,8.2,9.0,8.0,7.0,7.5,7.5,7.4,8.6,7.0,6.9,9.7,6.8,8.9,7.0,7.0,9.4,9.5
6335,6.8,6.4,8.5,8.1,6.9,4.0,7.5,9.0,7.0,8.3,9.0,6.8,6.2,7.4,9.0,7.6,8.7,9.8
6339,6.8,7.0,6.6,8.1,7.1,7.3,8.0,6.0,7.7,7.0,7.5,8.3,6.3,6.8,8.8,6.6,9.4,6.4
6344,8.1,7.3,9.5,7.4,8.9,7.2,7.8,10.0,7.8,7.7,7.6,9.0,8.1,7.5,9.0,7.8,9.4,7.7
6350,8.1,7.5,8.3,7.5,6.5,7.1,6.5,7.0,5.9,6.1,8.0,7.2,7.1,8.3,6.4,7.4,8.6,8.7
6351,8.6,9.0,8.5,8.4,6.0,6.5,7.4,7.7,7.6,7.5,7.9,9.0,6.2,8.1,8.0,7.4,8.5,9.1
6354,7.4,6.1,7.8,8.1,6.0,6.1,7.0,8.6,7.1,8.4,7.2,7.6,7.6,6.7,8.0,7.3,8.4,8.0
6356,7.5,7.3,8.0,7.7,7.0,4.0,8.3,7.3,6.2,6.2,7.4,5.5,7.4,7.6,7.6,7.3,7.5,6.4
6357,8.2,7.0,8.0,7.5,7.7,4.0,7.6,10.0,7.8,7.7,6.7,7.5,5.2,7.3,8.8,6.5,6.9,9.0
6358,7.8,9.0,9.0,8.1,9.0,6.5,8.1,7.9,9.0,6.9,6.9,9.5,7.9,8.0,9.0,8.7,9.6,7.6
6359,6.2,6.7,5.0,7.7,6.0,8.0,8.0,8.1,8.9,7.0,8.0,8.3,6.3,6.1,8.3,7.2,8.7,6.7
6363,7.8,5.0,6.9,7.4,5.8,4.0,6.5,7.6,6.6,6.5,7.0,6.0,5.3,6.3,8.1,7.6,8.4,5.5
6364,7.0,6.2,8.2,7.6,6.3,6.9,6.3,8.0,9.0,6.4,7.6,9.0,7.0,7.6,8.0,8.1,8.6,7.0
6366,9.3,6.1,6.6,7.9,6.1,6.1,7.4,7.0,9.4,5.3,7.5,9.0,7.3,7.7,6.7,7.4,8.5,6.7
6368,7.8,9.0,9.5,8.3,8.2,5.3,8.6,9.6,7.7,7.2,8.5,9.4,6.1,7.8,9.0,7.2,9.8,8.5
6371,7.2,6.5,7.5,7.4,8.0,3.0,3.5,6.4,4.8,7.0,8.0,,7.0,6.7,7.6,,,6.3
6372,6.0,6.0,6.0,7.0,5.9,6.0,6.1,7.0,7.4,6.0,6.8,7.0,7.3,7.5,9.0,7.0,9.1,5.1
6375,0.0,0.0,0.0,0.0,0.0,3.8,3.5,0.0,0.0,,,,,,,,,
6386,8.0,10.0,9.0,7.7,8.0,8.0,8.5,8.4,9.0,6.4,7.8,9.6,7.7,8.9,8.1,6.9,8.1,7.9
6387,7.7,9.0,9.5,8.2,6.0,9.0,8.6,9.9,9.4,7.0,8.5,9.9,8.5,9.1,9.5,9.0,9.0,9.9
6388,6.4,7.4,8.1,8.0,7.4,7.1,6.3,8.8,8.6,6.8,7.5,7.0,6.8,8.4,8.0,6.5,9.4,6.3
6391,9.5,9.5,10.0,9.4,10.0,9.0,10.0,9.5,9.5,7.6,8.3,10.0,9.4,9.9,9.0,9.0,9.9,9.7
6394,8.1,7.0,8.4,7.9,9.0,5.0,7.0,7.5,0.0,7.2,,8.3,8.5,7.2,9.1,8.2,9.3,7.4
6395,6.4,7.2,7.8,7.4,6.5,3.0,7.5,7.1,5.0,6.4,7.9,6.8,6.9,6.4,9.5,5.9,9.7,9.2
6402,9.2,9.0,9.5,8.3,7.8,6.0,6.7,8.0,7.2,8.2,8.0,7.1,7.2,8.7,8.6,7.4,9.0,9.5
6404,0.0,4.0,0.0,0.0,6.0,7.0,7.7,0.0,0.0,,,,,,,,,
6407,7.8,7.2,9.0,7.7,7.2,6.6,6.8,8.2,7.8,7.4,4.9,7.5,8.6,8.6,9.0,7.7,9.0,9.0
6412,0.0,5.3,7.6,6.8,8.0,3.3,6.0,6.7,0.0,,7.3,,,5.9,9.0,9.0,,7.0
6416,7.6,10.0,8.0,9.1,8.0,6.0,7.1,9.1,6.9,7.2,7.3,8.8,7.0,7.5,9.0,6.4,8.7,5.8
6418,6.4,6.1,6.6,7.0,5.0,5.8,4.0,6.3,4.6,5.0,7.3,6.6,5.5,6.0,8.0,5.8,,9.1
6419,6.5,8.0,7.0,8.4,7.6,5.4,7.5,6.0,7.8,7.5,8.6,7.7,7.2,7.8,5.0,7.0,9.3,8.7
6426,6.8,5.6,7.0,7.1,7.0,4.0,6.5,5.5,4.1,6.8,7.3,7.0,5.1,6.4,7.0,6.9,8.7,8.0
6429,8.4,7.0,7.4,7.4,8.5,5.3,7.0,7.9,6.5,,,,,,7.8,9.0,,8.0
6431,6.7,6.6,5.5,7.2,6.0,8.0,8.0,8.0,8.4,7.1,8.4,8.4,7.1,7.5,8.5,9.0,8.6,7.0
6436,8.0,6.2,7.3,7.5,5.4,6.0,7.0,6.7,7.1,7.4,8.0,6.0,7.0,7.3,9.0,7.0,7.4,8.0
6439,7.7,7.3,8.1,8.0,7.5,4.0,7.0,6.9,8.8,6.9,,8.0,6.6,7.1,7.6,7.4,8.3,5.1
6440,6.5,5.0,7.3,6.4,5.7,3.3,6.7,5.0,6.3,6.3,6.5,5.5,8.0,5.9,,6.2,8.0,6.2
6441,7.8,9.5,10.0,9.4,10.0,7.9,6.4,8.4,6.7,9.0,7.5,7.8,9.0,8.1,9.6,9.0,9.5,8.7
6445,4.5,7.9,0.0,0.0,5.0,4.0,7.8,8.7,7.9,,7.5,7.7,,,,7.5,8.3,6.4
6446,,6.5,,,7.0,3.9,5.9,,,,,,,,,,,
6447,8.3,10.0,8.1,8.3,8.8,7.4,9.0,8.0,9.1,7.4,7.6,9.6,8.4,9.8,8.8,8.3,8.6,10.0
6450,7.0,8.8,8.1,7.7,7.5,3.5,7.0,9.8,6.4,7.2,7.0,9.5,7.8,8.9,7.1,6.7,9.7,9.4
6454,6.3,8.5,7.3,7.5,8.2,6.0,6.3,7.0,5.7,8.0,7.7,8.0,7.3,6.3,9.0,5.5,9.4,8.0
6455,0.0,5.5,0.0,0.0,6.0,4.0,4.0,0.0,0.0,,,,,,,,,
6456,9.6,10.0,9.5,9.5,10.0,8.3,9.0,9.5,9.5,,,,,,,,,
6457,7.3,8.0,9.0,6.5,7.6,4.0,7.1,8.9,8.9,5.5,8.2,6.6,8.1,7.6,9.0,6.2,9.0,7.7
6458,7.0,9.0,6.6,8.0,7.3,6.5,6.8,7.5,6.5,8.2,7.9,9.2,6.4,6.1,8.7,6.3,10.0,6.2
6459,7.7,6.3,6.5,7.8,9.7,3.7,7.1,7.3,7.1,8.2,8.4,9.6,5.5,7.1,7.5,7.5,8.5,8.0
6460,8.1,8.5,7.8,8.4,8.6,6.3,8.0,8.5,8.0,7.3,8.0,9.8,8.8,9.8,9.5,6.7,9.7,10.0
6461,6.2,6.0,6.8,6.5,6.3,5.0,6.7,8.0,6.8,6.7,6.5,6.6,5.8,6.2,8.0,6.0,7.7,6.0
6462,7.5,7.0,7.5,7.0,7.3,6.5,6.9,7.0,6.2,6.2,5.4,9.0,6.9,4.7,8.5,7.5,8.4,6.0
6463,6.8,7.5,6.8,8.2,6.8,6.1,7.4,7.5,7.0,9.0,8.0,9.3,7.8,8.1,8.9,7.5,9.4,8.9
6464,6.7,6.5,7.6,6.8,6.5,6.5,7.2,7.6,6.8,5.7,7.5,6.6,6.9,6.2,5.1,6.0,8.7,8.8
6468,6.3,7.4,6.8,7.9,7.0,3.7,3.5,6.1,4.8,6.4,,7.5,5.9,6.0,,6.1,7.0,
6473,6.4,7.5,6.6,5.5,7.3,4.5,6.6,7.9,5.2,,5.8,,,6.6,,,,5.6
6477,6.1,5.5,7.2,7.2,7.3,6.6,4.0,4.0,6.0,6.5,6.8,7.5,3.9,7.3,3.0,6.1,7.6,5.9
6480,7.8,7.0,8.5,7.3,8.5,4.5,6.5,7.4,7.0,7.3,7.5,7.0,6.0,6.6,5.0,7.0,7.8,7.8
6481,8.0,7.1,7.3,8.3,6.0,7.0,8.4,9.0,7.5,6.6,7.8,9.4,8.0,8.3,9.0,9.0,9.3,7.5
6482,7.5,9.0,7.8,7.8,7.7,7.0,7.1,8.5,8.1,6.9,7.8,9.8,7.6,9.3,8.5,7.6,8.1,6.8
6483,7.0,7.0,7.0,8.0,8.2,6.3,6.7,5.0,7.6,8.1,9.0,7.1,7.5,8.3,6.4,7.0,9.4,9.0
6488,6.0,7.0,7.0,7.7,7.8,6.0,6.7,6.0,6.5,6.5,8.0,6.8,8.1,8.6,8.8,7.2,9.0,9.0
6497,8.4,8.1,9.5,8.0,6.6,4.0,7.3,9.3,6.5,7.9,8.3,8.8,6.8,6.0,8.6,7.7,9.7,8.2
6501,8.2,7.5,8.0,7.9,7.3,6.3,7.9,9.2,8.4,5.1,7.3,8.5,6.0,6.6,9.4,6.7,8.6,7.3
6507,0.0,7.2,0.0,0.0,7.0,7.0,7.8,0.0,0.0,,,,,,,,,
6508,6.2,5.0,7.3,7.4,6.2,6.7,4.5,6.5,8.3,6.4,7.5,7.7,5.7,7.4,7.5,7.0,8.0,5.3
6510,7.5,7.1,7.4,7.8,7.2,5.7,7.0,6.8,7.2,8.0,7.3,8.3,6.7,5.9,7.2,7.2,7.9,9.0
6511,8.1,9.0,7.0,6.7,6.5,7.7,6.7,9.4,6.0,,,,,,,,,
6512,6.4,6.5,6.0,6.4,7.0,5.0,7.5,7.7,7.9,6.6,7.5,6.0,5.8,8.5,6.5,7.0,8.8,5.3
6513,7.1,6.0,7.5,7.6,8.2,4.0,7.0,8.2,6.2,5.9,7.0,7.0,7.6,6.4,7.0,6.2,7.4,8.1
6514,5.5,8.0,6.6,7.2,7.3,4.0,6.3,5.5,5.0,5.8,7.2,6.3,5.7,6.5,7.1,5.6,8.3,5.8
6517,8.3,7.0,8.0,7.5,6.2,6.5,7.7,9.4,7.6,7.0,8.0,8.0,5.9,7.3,7.8,7.4,8.0,5.3
6519,8.7,8.5,9.5,8.4,6.5,9.0,7.7,8.0,9.0,8.3,9.0,9.2,8.2,9.1,9.0,9.0,8.3,7.2
6520,6.6,9.0,6.7,8.2,7.6,4.0,7.3,6.5,7.2,6.8,7.6,6.7,7.7,8.9,8.5,7.4,9.1,6.0
6528,6.8,8.0,7.7,7.5,8.0,7.0,7.9,7.5,7.0,6.2,8.2,8.3,6.7,5.7,8.9,7.0,8.3,6.7
6531,3.5,8.1,8.3,8.2,6.0,4.0,6.2,6.2,5.0,7.2,7.0,5.3,5.3,7.0,8.1,7.0,7.7,6.8
6536,7.0,8.0,7.7,8.3,8.0,5.7,7.4,7.5,7.7,7.4,6.3,7.5,7.0,8.1,9.0,7.2,8.1,7.8
6537,6.7,6.0,6.8,7.3,7.4,5.2,6.0,6.5,5.6,6.8,6.5,7.0,6.0,7.7,5.4,7.4,7.2,5.7
6548,9.0,8.4,9.0,8.2,6.0,7.5,8.5,9.6,8.7,6.9,9.0,9.9,9.3,9.0,8.2,9.6,9.4,8.4
6553,6.2,8.5,7.8,7.4,9.2,7.2,6.5,7.0,7.5,6.0,6.5,9.0,7.0,6.8,9.1,7.6,8.5,7.1
6557,6.0,8.1,6.4,6.1,7.9,4.0,6.4,9.0,6.3,5.1,7.3,8.0,6.6,6.7,6.2,6.0,8.0,5.0
6560,7.4,7.1,7.3,7.6,7.4,5.5,6.3,5.4,6.6,6.7,9.0,7.0,6.1,7.4,7.6,7.0,9.0,5.5
6564,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
6571,5.8,7.5,6.8,7.5,6.1,5.5,6.7,5.0,7.1,7.8,7.6,9.3,7.8,7.7,9.0,7.0,9.6,8.9
6572,6.8,7.2,8.0,7.6,8.0,0.0,7.2,7.9,6.0,7.1,7.5,6.5,7.6,8.8,9.3,6.9,9.0,7.3
6575,7.8,6.7,8.0,8.1,7.9,6.6,6.9,7.2,8.1,6.7,7.4,8.0,7.9,8.5,7.5,9.0,7.7,8.7
6576,6.5,6.3,6.8,7.1,7.0,3.0,7.2,6.1,4.8,6.9,7.6,8.0,6.2,6.8,7.5,,7.3,10.0
6578,0.0,8.1,1.2,0.0,6.5,0.0,6.5,0.0,0.0,,,,,,,,,
6584,7.1,8.5,8.4,9.1,7.3,5.0,3.0,7.0,6.5,7.8,7.5,8.0,10.0,,6.7,7.5,9.1,7.8
6586,8.8,8.7,9.0,8.0,6.8,5.7,6.7,9.0,6.2,7.9,7.0,7.9,7.6,6.2,6.5,7.3,9.0,7.5
6587,6.6,8.4,7.6,6.0,9.1,4.0,7.6,9.7,6.2,0.0,6.9,7.0,5.5,6.9,8.6,7.0,8.1,6.2
6588,6.7,8.5,8.5,7.8,5.0,8.0,9.0,9.1,8.4,7.5,6.7,8.5,8.5,8.1,9.0,8.0,9.5,9.0
6595,6.6,6.0,7.9,7.8,7.0,5.4,6.8,6.5,6.0,5.5,6.0,6.0,5.0,8.1,7.1,7.2,7.4,6.0
6602,9.0,6.4,7.9,7.3,6.7,4.1,7.0,8.6,6.8,6.3,6.8,7.7,7.8,9.0,7.5,7.2,8.7,9.0
6604,7.0,5.0,7.8,6.4,5.6,5.9,6.5,8.2,7.6,7.8,9.2,7.5,7.1,6.9,9.0,6.0,9.3,8.5
6610,7.2,10.0,7.0,8.5,8.2,0.0,8.5,7.0,8.5,,,,,,,,,
6612,5.0,4.4,5.5,7.1,5.0,4.0,6.7,5.0,5.4,,,,,,,,,
6616,7.6,6.0,8.0,8.8,8.8,4.0,7.1,7.4,6.7,6.4,6.3,7.0,6.7,8.1,8.5,7.4,7.4,8.4
6620,5.0,7.0,7.0,7.3,6.9,6.6,6.5,8.2,8.5,,,,,,,,,
6621,7.8,9.5,8.5,8.8,8.3,6.0,7.7,8.5,8.4,7.5,7.0,9.4,8.2,9.3,8.1,8.3,8.9,9.5
6622,8.5,9.5,8.5,8.6,8.3,6.5,7.5,8.5,8.5,7.3,7.0,9.6,8.3,9.6,8.0,8.7,8.7,8.1
6624,7.2,8.1,7.1,7.6,6.4,3.5,6.7,9.4,6.9,8.2,8.0,6.3,6.4,8.8,7.6,7.3,8.3,6.0
6627,6.8,7.4,7.5,8.6,4.0,7.0,6.9,9.1,8.8,6.9,6.4,8.2,6.8,7.9,8.2,7.1,7.8,9.0
6635,7.4,7.0,7.0,7.7,9.1,5.9,7.1,7.3,6.8,6.0,6.9,6.5,5.0,7.6,6.5,7.7,8.3,7.0
6639,8.1,8.5,8.0,8.4,7.0,7.5,8.1,8.5,7.8,6.8,7.2,9.8,7.9,9.6,7.0,8.4,8.5,9.5
6641,8.0,8.2,8.5,8.0,9.6,7.0,8.0,8.9,7.9,6.4,6.0,7.5,5.9,7.3,5.6,9.0,9.6,9.6
6643,6.6,6.7,7.5,8.1,7.0,3.8,6.5,6.7,6.1,7.5,5.5,4.5,5.7,,8.5,6.0,9.7,6.5
6646,7.0,8.0,6.4,7.0,6.8,3.8,6.8,0.0,5.9,0.0,7.6,5.7,5.9,6.6,6.5,7.3,0.0,7.1
6654,7.2,7.0,7.0,6.9,6.8,4.0,6.2,5.0,6.1,6.2,7.6,7.3,5.5,5.0,6.0,5.9,8.5,8.8
6655,8.1,7.0,7.0,8.4,5.0,4.2,8.0,8.0,7.3,7.6,7.6,7.3,7.4,7.9,10.0,7.1,9.7,8.6
6656,6.8,6.3,7.1,7.4,6.3,5.5,5.9,5.8,7.0,6.4,8.0,7.0,6.4,6.9,9.0,7.3,8.5,8.2
6659,7.7,8.0,7.7,7.7,6.5,4.0,7.2,6.1,5.0,7.3,7.8,7.3,7.8,7.5,6.0,7.2,7.4,5.9
6665,8.2,7.8,9.5,7.0,7.8,3.5,6.4,8.3,4.3,5.0,6.4,7.6,5.7,5.7,8.3,7.0,9.0,6.5
6670,7.2,5.3,7.4,5.1,0.0,6.9,4.0,7.9,6.5,7.1,3.0,8.5,7.6,6.3,8.0,6.3,9.5,6.0
6675,6.3,5.6,6.6,7.0,6.0,4.0,6.7,6.4,5.0,6.4,6.5,7.5,5.9,5.8,8.0,6.4,8.0,9.3
6677,7.2,6.6,6.8,8.2,6.0,6.2,6.5,9.0,6.7,6.9,8.0,8.6,6.7,5.7,8.0,6.8,9.0,9.8
6678,6.3,7.5,7.0,7.2,8.3,5.8,6.6,6.5,7.2,7.0,7.6,9.0,6.7,6.5,8.2,6.0,9.0,6.6
6679,7.5,6.7,0.0,0.0,7.3,6.5,6.4,7.5,0.0,7.5,7.4,,,6.9,7.1,6.8,9.0,0.0
6680,6.3,5.0,7.7,6.8,5.4,5.8,6.2,6.0,7.5,5.3,6.4,7.0,7.4,7.5,8.8,7.1,8.0,8.0
6690,6.5,6.8,7.9,7.2,6.5,5.4,7.6,7.2,6.6,7.0,7.5,7.0,7.6,7.2,8.4,7.8,8.7,7.4
6693,7.7,6.6,8.5,7.9,6.6,6.5,7.1,6.2,7.4,6.5,6.5,9.0,6.2,8.3,8.5,7.5,9.4,9.0
6697,6.5,8.2,7.0,7.1,6.0,4.0,6.3,8.3,7.6,7.4,9.0,7.3,7.4,5.5,6.6,6.4,9.0,6.7
6698,6.7,6.5,7.5,7.1,7.0,5.6,6.2,7.0,0.0,,,,,,,,,
6700,7.3,8.0,7.5,8.1,8.9,7.0,6.7,8.3,6.6,6.5,7.9,9.4,7.1,8.4,8.5,8.2,8.5,9.0
6701,6.0,7.5,6.5,4.0,5.8,6.9,6.6,8.2,6.1,5.6,5.2,5.0,0.0,7.6,5.3,6.4,8.4,5.0
6703,6.9,7.4,5.5,6.9,6.0,0.0,7.4,7.2,0.0,5.5,6.6,7.4,6.7,6.6,7.2,6.6,,6.8
6706,7.7,6.4,7.7,7.5,8.0,4.0,6.6,7.5,6.0,6.4,7.6,6.7,7.0,7.0,9.0,6.3,,6.3
6710,7.4,7.1,8.2,7.7,6.3,7.1,7.4,7.4,7.1,5.6,7.5,7.1,6.0,5.8,6.4,7.0,9.6,8.5
6711,5.5,8.3,6.3,5.5,6.6,5.5,0.0,8.9,6.1,0.0,6.3,7.6,6.8,5.0,0.0,7.0,7.9,5.8
6714,5.7,8.5,0.0,7.3,8.0,6.6,5.9,5.5,6.8,0.0,6.0,0.0,0.0,5.0,4.0,5.1,8.4,0.0
6715,7.5,8.0,8.0,7.6,7.7,4.0,4.0,9.4,7.0,6.6,4.9,6.5,7.4,6.2,6.8,7.1,7.1,6.3
6716,5.9,7.0,6.2,7.4,8.0,0.0,5.5,5.0,5.5,0.0,6.7,0.0,,6.7,7.0,7.3,1.6,0.0
6719,6.9,6.8,5.7,6.6,6.0,6.0,8.0,8.5,7.8,6.6,8.0,6.8,5.4,7.5,7.7,7.8,8.7,5.6
6726,7.2,7.5,6.6,7.5,6.1,4.0,6.0,7.8,5.9,5.6,7.5,6.0,5.9,6.2,6.4,7.0,8.1,8.0
6729,7.7,8.0,6.8,7.9,6.0,6.5,8.0,7.8,8.2,6.5,7.0,9.1,8.0,8.5,5.5,7.5,8.5,9.0
6734,5.9,7.5,7.2,7.1,7.1,6.7,7.1,5.5,7.0,7.0,8.7,9.3,6.3,6.6,9.0,7.0,8.4,7.5
6738,7.5,6.5,8.0,7.1,7.8,6.2,7.4,7.7,7.1,7.0,7.5,7.5,6.6,6.5,8.0,7.2,8.7,9.2
6739,6.1,8.0,8.0,7.3,8.0,6.6,6.5,6.0,8.0,,,,,,,,,
6747,6.3,7.5,7.5,7.8,7.6,7.8,7.8,9.1,8.5,6.0,7.7,9.0,7.6,7.3,9.2,9.0,9.4,6.7
6750,8.4,9.0,8.5,7.3,6.6,7.0,6.5,8.0,9.0,6.0,8.0,7.5,7.1,8.2,3.8,7.7,7.0,8.1
6751,5.4,7.9,7.0,7.5,6.3,7.4,6.1,5.3,8.6,,,,,,,,,
6754,8.0,7.1,8.0,7.5,6.0,7.0,8.5,9.2,8.6,6.7,7.6,8.0,8.2,8.1,7.6,7.8,8.0,9.7
6755,6.6,6.4,6.9,6.8,6.1,4.0,5.9,6.4,6.1,6.3,8.0,5.0,6.3,6.2,7.5,6.2,7.7,8.1
6759,7.2,7.2,7.5,8.2,7.0,6.0,7.2,7.9,8.1,6.0,6.7,7.0,6.7,7.3,8.1,9.0,8.2,7.6
6760,7.7,9.0,9.6,7.3,7.9,4.0,6.2,8.8,7.6,6.7,7.7,9.1,6.2,7.1,6.9,7.0,7.0,8.4
6763,8.6,7.6,7.5,7.4,7.4,4.0,6.1,6.0,6.8,7.2,,7.2,6.5,8.7,8.0,6.5,7.4,6.4
6764,6.6,7.1,8.0,7.0,6.0,6.5,7.1,7.6,7.2,7.5,7.5,6.5,7.1,6.8,7.0,7.1,7.0,6.6
6765,0.0,7.0,7.0,6.7,8.0,2.5,6.5,6.5,6.3,0.0,,0.0,0.0,3.6,5.4,6.2,4.0,0.0
