id_alumne,TTC,CP,FDD,DRO,PIC,EC,SDL,FDPTD,HD,DCP,OTE,PD,DOC,DIC,DFT,FDA,DPC,IDCE,DR,PST,CAA,DEM,DTS,DPP,DS,BPU
3905,6.3,6.2,4.0,5.4,7.5,5.2,5.6,6.1,6.5,3.0,5.1,5.5,2.2,5.5,7.7,5.7,5.0,8.0,7.1,5.0,6.3,6.5,8.5,6.0,8.0,5.0
3907,8.0,,7.5,6.3,7.0,,,,,,,,,,,,,,,,,,,,,
3910,6.5,,3.5,2.5,4.5,,,3.1,4.0,2.3,3.4,,,,,,,,,,,,,,,
3911,5.4,5.4,5.9,5.0,5.0,7.0,5.0,6.2,1.0,4.7,5.0,7.0,5.0,6.8,2.3,6.0,0.0,3.5,2.5,0.5,7.7,6.0,3.4,,2.0,5.0
3912,7.1,6.3,7.0,5.5,5.0,8.0,7.0,6.3,5.4,6.2,8.1,6.2,7.0,6.5,5.0,8.0,8.0,6.0,7.0,6.0,8.7,7.0,9.0,9.0,7.5,7.4
3913,8.0,6.4,8.0,7.8,9.0,7.5,7.0,7.6,7.2,8.0,7.9,7.9,5.4,7.2,6.0,7.5,7.2,6.8,7.0,6.0,8.5,8.5,8.1,5.0,6.8,6.6
3914,6.0,,5.7,5.3,4.0,,,,,,,,,,,,,,,,,,,,,
3915,7.7,5.0,7.0,5.8,5.5,7.0,6.5,7.3,6.5,8.0,6.1,4.1,6.4,4.0,6.8,6.8,5.8,5.0,2.1,7.0,7.0,5.0,6.6,7.0,6.7,7.0
3916,8.4,7.0,5.0,7.0,6.5,5.0,9.0,5.0,7.0,6.0,5.2,7.6,6.9,7.5,7.0,7.1,7.0,7.5,7.0,6.5,6.5,7.3,9.0,5.0,5.3,5.4
3918,7.9,6.1,5.0,5.0,5.6,5.6,7.0,5.9,5.0,6.0,3.5,5.0,5.0,6.5,6.2,5.1,4.5,5.0,7.5,5.0,7.3,9.0,7.0,5.0,7.5,5.5
3919,6.0,6.0,9.0,7.0,8.4,7.5,8.0,7.7,8.0,7.5,7.5,7.5,7.3,8.5,8.5,7.7,7.8,8.0,9.0,7.0,8.6,9.0,9.5,9.0,7.5,6.4
3923,7.4,5.7,3.3,5.5,5.0,5.0,5.0,6.1,5.3,7.5,5.4,6.3,5.0,6.8,3.0,5.0,4.0,6.9,6.0,5.0,5.0,4.2,7.2,8.0,5.5,5.8
3926,8.3,7.0,4.0,5.7,8.0,8.1,7.0,7.4,8.5,3.2,7.0,5.0,5.0,8.0,7.0,5.0,6.0,7.5,5.0,7.0,8.0,7.0,6.5,5.0,8.5,6.7
3927,5.8,1.7,5.0,5.0,5.0,7.0,5.0,3.2,5.3,5.0,1.7,7.3,5.0,4.3,4.1,4.0,5.0,5.5,1.1,1.0,6.0,6.0,3.0,6.5,8.5,3.5
3928,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.2,9.0,9.0,7.0,6.5,6.0,6.5,5.8,6.3,7.2,8.5,4.0,3.6,5.0,5.7,7.8,6.0,6.0,7.4
3929,6.5,,6.5,4.3,2.0,,5.0,5.8,,1.5,6.8,7.0,5.8,7.2,7.1,6.0,6.5,7.1,3.6,5.6,7.0,6.0,6.3,6.5,7.0,6.4
3930,6.1,5.0,5.0,5.0,6.0,7.0,7.0,5.0,5.8,5.6,4.0,1.5,3.8,6.0,7.0,5.2,2.0,5.0,5.0,2.9,6.8,6.5,7.0,3.1,6.5,5.1
3931,6.0,,6.2,6.5,5.0,,7.0,5.8,,5.8,5.6,7.6,7.2,7.5,7.5,8.6,5.5,5.5,4.0,7.3,8.0,7.0,6.5,5.5,8.5,6.5
3935,7.5,2.5,5.5,7.0,4.0,5.3,4.0,5.0,3.0,5.8,6.0,3.2,6.0,4.0,3.0,5.0,3.7,5.5,5.0,5.0,6.0,6.6,5.6,8.2,6.1,5.0
3936,6.0,7.0,6.2,5.3,5.5,7.0,5.0,5.9,4.5,7.0,3.0,5.5,5.8,5.0,2.2,3.0,1.3,3.6,5.0,6.0,6.5,6.5,7.0,5.0,6.0,5.1
3937,9.5,8.0,5.6,6.0,3.0,2.4,3.5,2.9,6.0,5.5,3.5,,2.8,4.5,,,2.7,5.0,,,,,,,,
3938,6.1,8.0,5.0,5.0,6.0,5.4,6.5,5.7,5.1,0.7,3.5,3.9,4.1,5.8,2.8,5.0,0.0,5.7,5.0,5.0,6.5,6.2,3.3,6.8,5.2,7.0
3940,9.0,7.0,6.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.6,9.6,9.0,9.7,9.0,7.4,7.5,9.5,9.0,8.3,7.5,8.5,6.3,9.1,7.0,8.8
3941,5.0,,3.0,2.3,3.0,,,,,,,,,,,,,,,,,,,,,
3942,5.0,,5.0,5.0,3.5,,,,,3.3,5.0,,,,,,,,,,,,,,,
3943,6.7,9.0,6.5,5.3,8.0,,,,,,,,,,,,,,,,,,,,,
3949,5.0,5.0,5.0,7.5,5.0,7.0,5.5,4.2,5.0,2.8,5.0,7.1,6.7,5.5,6.5,5.7,7.0,8.0,5.0,6.6,6.0,5.0,5.0,5.0,6.7,7.3
3950,6.9,5.8,5.5,5.0,4.6,7.0,5.5,5.0,4.8,6.0,5.4,7.0,3.8,6.0,2.8,5.0,4.0,5.0,6.0,9.5,4.0,7.0,,,,
3951,6.5,6.6,7.0,5.0,5.0,5.2,7.5,7.3,7.1,5.0,6.0,9.3,8.1,9.5,8.0,7.0,8.5,8.0,7.0,7.7,7.5,6.3,9.0,8.0,7.5,7.8
3954,6.9,5.0,5.8,7.7,6.4,5.7,7.0,6.0,6.0,8.5,7.0,7.0,7.7,8.1,6.8,9.0,7.0,8.0,6.5,8.0,8.9,7.5,7.5,9.0,7.0,7.0
3959,6.7,7.0,5.2,6.7,7.0,2.7,6.0,8.1,5.0,6.0,4.0,7.3,5.4,7.0,5.2,2.0,6.1,6.0,5.5,1.0,6.1,7.5,7.7,7.7,5.3,7.0
3964,7.8,9.0,7.0,7.5,7.5,7.0,7.0,8.3,7.0,5.0,7.4,8.2,6.3,9.0,5.9,8.0,7.5,7.2,7.3,6.0,7.0,7.5,8.0,8.0,6.5,6.4
3965,7.6,5.6,7.4,5.0,4.1,6.0,6.0,5.0,5.3,6.0,6.1,5.5,5.0,7.3,5.2,6.4,6.6,6.1,6.0,6.5,6.0,7.0,8.0,7.0,6.5,7.0
3966,6.0,,6.0,5.3,5.0,,5.0,5.6,6.5,5.0,6.0,6.6,5.3,7.0,6.1,7.0,6.1,5.0,5.5,5.3,8.6,5.5,7.0,3.8,6.5,7.0
3970,8.3,7.0,8.0,7.1,9.0,9.0,8.0,8.5,9.3,7.0,8.3,9.0,9.2,8.5,9.2,9.0,9.0,9.0,9.0,7.0,9.0,9.5,7.3,9.0,9.5,7.0
3971,,,0.2,,,,,,,,,,,,,,,,,,,,,,,
3972,6.4,6.0,5.0,1.4,2.8,6.5,4.0,1.8,3.0,1.9,0.0,,,2.8,0.0,0.0,,1.0,,,,,,,,
3976,6.5,3.2,3.5,4.1,5.0,7.0,5.0,7.2,3.5,4.0,3.1,,,,,,,,,,,,,,,
3977,7.0,5.0,3.5,6.5,4.0,5.0,5.0,5.0,7.3,5.0,5.6,7.5,6.0,7.0,7.5,5.9,6.0,7.0,7.0,9.0,5.5,6.4,7.5,6.0,6.0,6.9
3979,4.9,2.2,,,,,,,,4.0,,,,,,,,,,,,,,,,
3980,7.5,7.0,8.5,7.5,8.0,8.0,8.5,7.0,5.0,6.2,8.3,6.8,7.3,8.0,8.5,8.0,5.0,7.0,6.0,5.5,9.1,7.4,9.0,8.0,7.3,6.9
3982,7.4,7.6,6.0,5.6,7.0,6.5,7.0,6.6,8.5,5.0,9.0,5.0,8.5,6.5,9.2,7.0,9.0,8.0,7.0,10.0,9.0,10.0,6.1,9.0,7.0,6.2
3986,6.7,3.7,6.0,5.0,,,5.0,,3.5,7.0,7.0,,5.4,,7.0,5.4,5.0,5.0,,6.2,3.0,,,,,6.0
3991,7.4,7.0,6.8,5.5,7.0,6.0,6.3,5.1,5.7,7.0,4.1,4.8,6.0,7.4,4.3,4.0,4.0,1.5,1.6,6.0,6.0,8.0,0.0,7.0,6.0,
3994,1.6,3.5,4.0,1.2,1.0,6.5,5.0,4.0,1.0,5.0,6.0,6.4,1.2,2.0,,,1.5,6.0,,,,,,,,
3999,6.6,5.0,5.2,5.5,6.0,5.0,7.5,6.4,7.0,7.0,6.0,8.7,7.0,8.0,9.2,7.0,8.0,7.5,5.5,7.4,6.0,5.8,5.8,6.6,6.0,5.3
4005,7.7,7.1,7.0,6.1,7.5,10.0,6.3,7.3,5.5,7.0,9.0,8.0,6.5,8.2,8.7,8.0,6.0,8.0,,,,,,,,
4007,6.4,,5.9,0.7,5.5,5.5,5.0,2.3,5.9,0.1,5.5,,0.0,5.7,,,,,,,,,,,,
4016,9.0,7.1,5.0,7.5,5.0,6.0,4.0,5.8,5.0,5.0,5.2,4.0,5.3,2.5,2.4,5.7,6.0,5.5,5.5,6.0,5.4,6.0,5.7,5.0,7.3,6.0
4017,6.0,8.0,6.5,5.3,7.0,5.0,6.2,5.2,5.5,5.0,5.5,6.0,5.4,9.5,6.4,6.8,7.0,7.0,5.7,,,6.5,,6.5,8.7,
4031,6.1,6.4,7.0,8.5,8.5,6.0,9.5,,8.3,5.0,8.5,8.1,5.5,6.8,8.5,9.0,9.0,9.0,8.5,5.5,9.0,9.0,8.0,8.5,7.4,8.5
4032,8.0,5.3,5.0,2.0,5.0,5.0,5.0,5.0,7.5,5.0,2.5,4.0,5.0,6.0,1.5,6.0,6.5,6.5,2.7,3.4,5.2,7.0,,3.5,4.0,7.3
4041,,,,5.0,,5.0,0.0,2.8,,5.0,3.9,,6.7,2.4,5.0,5.0,0.0,5.3,,,,,,,,
4046,6.4,5.0,8.7,5.6,8.8,6.0,5.0,7.0,9.5,6.9,9.0,5.8,6.0,6.0,3.3,5.8,1.3,5.0,7.2,5.5,5.0,6.0,7.7,7.5,6.9,5.0
4048,7.1,5.7,5.0,5.0,4.3,6.0,5.0,4.2,5.0,2.0,5.0,5.9,5.0,5.0,3.5,5.5,9.0,5.0,4.0,5.2,6.0,7.5,5.0,5.0,8.0,6.3
4050,5.0,7.0,5.0,3.1,5.0,6.0,6.0,5.1,6.0,6.3,6.0,6.0,6.4,5.5,6.2,6.0,0.0,6.2,2.0,4.1,3.0,6.6,5.6,5.0,6.0,0.0
4054,7.2,6.5,6.0,5.0,5.1,5.0,6.5,5.5,7.0,7.0,6.0,6.7,6.0,7.6,7.2,6.4,6.5,7.0,2.2,5.0,5.5,7.0,3.9,2.0,,5.2
4059,5.6,6.5,5.3,5.2,6.0,6.0,5.0,5.1,5.3,5.7,7.5,6.0,6.4,7.8,7.8,9.0,6.0,7.7,7.0,5.1,9.3,7.0,8.0,7.5,7.5,9.0
4060,8.5,4.0,5.0,7.5,6.5,5.5,9.5,6.6,8.5,3.9,7.1,5.0,0.0,6.8,9.0,9.0,7.0,9.5,2.8,5.4,9.2,8.0,,5.0,8.7,6.5
4063,7.5,7.0,7.6,8.5,8.6,6.4,6.5,7.5,5.0,6.5,7.7,6.5,6.5,6.0,8.0,9.0,7.0,7.7,7.5,7.6,9.0,6.5,6.0,6.2,8.0,7.2
4064,7.0,4.4,5.0,5.0,5.0,7.0,5.0,6.0,3.6,5.0,0.0,5.5,0.7,6.0,2.5,6.0,0.0,5.5,,5.3,,5.5,5.0,,,
4065,7.0,,7.0,8.0,8.0,,5.0,8.3,5.8,7.0,5.0,9.5,5.9,,,5.0,,,2.2,,,,,,4.0,
4066,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4071,6.3,7.0,6.4,7.0,7.3,6.5,6.0,5.0,6.0,5.0,6.5,1.5,6.8,5.0,5.7,7.0,5.7,6.0,3.0,7.3,6.1,6.5,6.0,7.0,5.0,7.0
4076,7.6,7.1,7.1,5.0,6.0,5.0,5.0,5.0,5.0,5.7,7.5,6.8,5.2,7.5,5.0,4.0,9.0,5.0,5.0,7.0,5.0,5.0,7.0,6.0,7.5,7.7
4078,9.0,6.0,8.0,7.2,8.5,,8.5,9.3,,8.5,7.6,9.1,6.9,7.7,9.0,6.0,8.5,8.5,7.9,6.5,8.8,9.0,9.9,,7.7,8.0
4079,5.6,8.5,5.0,5.1,7.0,5.0,7.0,5.1,5.0,5.6,5.0,6.0,0.0,6.0,5.0,4.7,6.5,5.0,5.5,6.5,5.0,6.0,6.8,7.3,7.1,5.0
4081,1.3,,,5.1,,,,,,,,,,,,,,,,,,,,,,
4084,5.7,8.0,6.0,8.3,6.0,6.5,6.5,7.3,5.9,7.6,5.3,7.3,6.9,7.0,7.5,8.0,7.6,9.0,7.0,5.7,9.0,7.7,9.0,5.5,6.0,8.5
4086,6.8,6.8,6.8,6.8,5.3,6.8,5.5,6.6,6.8,5.1,5.0,7.5,3.1,6.5,5.8,6.7,6.5,5.0,5.0,3.0,5.1,6.2,8.0,8.2,6.5,3.5
4087,,6.5,6.0,9.0,5.0,7.0,7.0,0.0,7.0,5.0,5.4,6.0,6.0,5.5,3.4,6.0,6.8,7.5,6.5,7.0,6.5,7.2,7.2,5.5,8.5,6.0
4089,5.0,5.0,2.5,1.5,2.0,8.0,2.5,5.0,5.0,3.7,1.5,6.2,2.0,4.0,3.8,4.0,6.9,5.0,,,,6.5,,,5.0,
4090,9.0,8.0,7.2,8.2,7.7,9.7,8.0,9.0,9.2,9.2,7.7,8.6,9.0,9.0,9.0,6.5,9.5,8.0,9.0,7.9,9.2,7.8,9.0,6.8,8.5,7.4
4091,5.4,1.7,5.2,1.2,4.2,5.4,5.0,2.6,1.0,3.5,2.7,5.5,6.0,8.0,7.4,5.1,6.0,7.0,,5.0,6.0,,6.7,5.0,6.1,5.7
4092,5.8,7.5,5.4,3.0,5.5,5.0,,5.0,3.5,5.9,5.0,,0.9,,,3.4,0.0,,,,,,,,,
4093,,3.5,5.0,6.0,4.8,,,0.0,,2.0,,,,,,,,,,,,,,,,
4095,8.8,2.0,7.0,7.0,5.0,9.6,6.0,7.9,3.5,6.7,5.5,5.0,5.0,4.1,7.5,3.5,7.0,9.6,,,3.7,,,,4.3,
4097,6.1,6.5,8.0,7.2,6.5,9.0,9.5,7.0,6.0,6.4,5.7,6.6,6.1,7.5,6.5,6.5,6.6,6.1,6.0,3.4,5.5,5.0,6.0,8.0,5.1,8.0
4102,4.3,7.5,2.0,1.0,0.0,,2.0,5.9,2.0,3.6,,3.8,,,4.0,,,5.0,,,,,,,,
4103,0.6,5.5,6.0,5.0,5.0,6.0,6.0,5.6,6.5,4.0,2.0,7.0,5.0,7.0,5.0,5.3,5.5,5.0,0.0,6.0,5.8,6.0,4.1,0.0,6.3,8.0
4106,5.0,6.5,6.0,5.6,2.8,,,1.4,,1.2,,,,,,,,,,,,,,,,
4108,2.3,0.0,1.4,0.0,1.3,,,,,1.0,,,,,,,,,,,,,,,,
4111,5.9,3.5,5.0,1.5,5.9,7.0,5.0,3.7,5.9,,,,,5.8,,,,2.0,,,,,,,,
4117,5.5,6.0,5.7,4.4,6.1,5.0,8.0,5.9,5.0,6.0,6.1,5.0,6.8,7.5,8.4,6.0,7.0,7.5,5.8,7.5,5.6,9.0,8.5,6.3,5.0,7.5
4119,6.0,7.0,5.0,5.6,8.0,5.0,6.0,4.3,7.5,5.4,5.0,9.0,5.5,6.5,2.0,5.0,1.5,7.7,5.0,5.0,7.0,6.7,6.3,7.0,8.0,6.8
4121,6.2,5.5,5.0,5.0,2.5,,7.5,5.0,5.5,5.0,2.0,5.0,6.1,6.5,6.2,4.0,1.0,6.0,5.0,6.5,5.0,5.0,5.0,5.0,5.7,5.0
4122,5.8,5.0,5.6,3.0,5.5,5.0,5.0,5.2,5.0,3.8,5.5,5.1,4.0,4.2,5.5,4.0,3.5,5.0,3.3,0.5,3.5,8.5,,5.0,4.0,3.5
4129,8.0,9.0,9.1,8.0,9.0,8.2,8.5,9.5,9.0,9.0,6.7,9.4,8.0,9.5,6.0,7.7,9.0,9.7,8.0,9.1,6.5,8.5,9.0,8.0,9.9,9.0
4130,0.5,2.6,1.3,2.1,3.0,5.0,6.0,1.4,1.5,6.4,,,,,,,,,,,,,,,,
4132,7.0,6.5,7.5,6.5,6.0,8.0,5.6,7.5,7.0,6.5,4.2,5.5,5.0,6.1,7.0,5.5,7.0,,,,,,,,,
4135,5.0,6.0,5.0,7.0,7.4,8.0,6.0,5.8,5.0,8.1,5.0,1.2,4.5,6.8,6.0,9.0,0.6,5.0,7.5,7.0,7.7,7.0,7.5,3.5,5.5,6.3
4137,8.0,7.1,5.0,2.3,8.5,6.7,5.2,7.0,7.5,5.0,5.6,6.0,7.5,7.0,5.0,7.0,6.5,5.2,5.2,9.0,6.5,6.5,6.0,5.0,6.0,5.0
4140,4.9,3.0,6.7,5.0,3.0,6.4,6.0,5.8,6.0,3.3,5.8,7.5,0.5,6.5,6.6,5.2,0.0,,6.1,,5.9,,,5.5,7.8,
4142,8.0,6.0,6.5,6.0,5.5,6.0,7.5,6.0,7.5,6.5,7.5,,6.7,7.1,,6.4,,6.0,,,6.4,,,,,
4143,,,,6.1,7.0,,,,,,,,,,,,,,,,,,,,,
4149,7.0,7.9,5.0,5.4,1.7,5.8,5.0,5.6,3.0,5.0,5.0,5.0,5.0,,,5.5,6.0,5.5,,,,,,,,
4150,,,4.5,,0.0,,,,,,,,,,,,,,,,,,,,,
4152,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
4154,6.5,7.7,8.3,6.6,7.5,6.0,5.1,7.5,6.8,5.0,7.3,9.0,8.0,6.0,8.2,6.0,6.5,6.5,8.1,7.0,6.0,7.5,3.3,9.5,6.0,5.0
4156,5.0,5.3,7.0,6.3,7.6,5.0,7.5,7.5,5.0,6.5,5.0,7.2,7.4,6.0,6.2,6.0,5.0,7.0,5.0,5.0,6.0,7.5,5.8,7.7,5.0,6.0
4157,6.5,5.1,5.1,5.0,6.0,6.7,6.0,6.5,6.0,5.2,5.5,5.1,4.5,6.2,5.0,6.5,7.0,7.0,5.0,5.0,6.5,8.0,8.5,8.4,6.0,7.2
4158,5.5,8.0,7.4,8.5,5.4,8.0,7.5,7.0,5.2,5.9,5.0,8.1,6.0,6.5,7.0,5.3,5.0,8.2,7.5,5.5,6.5,4.0,7.0,7.7,8.0,6.5
4159,6.0,8.6,6.0,3.8,4.5,7.0,5.0,5.4,5.0,6.1,4.5,5.7,3.0,6.2,6.6,1.0,5.0,5.0,,3.0,,1.0,,7.0,2.5,3.0
4160,7.5,,7.2,7.1,8.0,,7.0,8.1,8.0,6.5,6.1,8.0,5.7,9.0,7.0,8.1,9.0,8.6,5.0,7.6,8.7,8.3,,7.0,7.0,7.9
4161,5.7,5.5,5.5,5.0,6.5,5.0,7.5,5.9,5.0,5.0,7.6,5.7,5.1,5.7,6.0,6.0,5.5,7.0,4.1,6.7,5.7,5.8,7.0,10.0,7.8,7.0
4164,5.2,8.0,7.7,5.7,5.8,6.0,6.0,5.0,3.0,6.1,7.0,5.0,4.7,5.1,5.0,5.8,0.0,6.5,3.4,5.0,6.0,6.6,6.5,5.7,7.2,6.0
4165,5.2,8.0,5.0,5.3,6.0,5.0,6.5,3.6,1.0,4.1,3.5,1.0,5.0,5.4,5.3,5.0,6.4,5.0,4.7,2.0,,2.3,5.7,,6.5,7.0
4166,4.8,6.5,6.0,5.3,7.5,7.0,6.5,3.0,6.5,6.8,6.5,8.3,6.3,7.7,6.0,5.0,1.8,7.2,7.5,7.0,5.0,9.0,7.5,7.4,7.3,8.5
4167,6.3,5.5,5.0,5.4,5.1,5.0,6.5,5.0,5.2,5.0,6.5,7.1,2.0,6.0,5.0,5.0,1.5,5.0,5.6,5.1,8.1,7.0,4.0,7.2,5.5,7.0
4168,7.0,2.5,6.2,5.0,7.0,,5.5,5.6,,6.0,7.8,7.7,5.0,7.7,6.7,8.5,,6.0,6.8,5.2,8.9,6.3,,,9.5,5.0
4169,5.0,7.5,7.1,3.2,5.7,5.0,3.5,2.1,5.0,1.6,3.5,,3.5,,,,,,,,,,,,,
4170,8.7,8.0,5.0,9.0,8.7,8.3,7.5,9.6,5.7,5.0,6.5,7.5,7.0,6.6,6.3,7.8,2.0,6.0,4.5,5.0,6.7,5.0,0.0,8.6,6.3,5.0
4171,6.3,6.7,7.2,5.9,1.7,4.2,6.0,5.0,5.0,5.9,3.0,7.4,5.0,6.5,5.7,6.3,5.0,8.0,4.2,5.8,8.3,7.0,6.5,6.9,7.6,6.0
4172,7.0,5.2,5.6,6.0,6.4,5.0,,6.5,5.5,4.4,6.0,,,,,,,,,,,,,,,
4173,6.3,6.7,5.0,5.0,5.2,5.1,5.7,7.0,5.0,3.5,5.0,5.0,5.0,7.0,2.2,5.1,9.5,7.6,5.0,6.4,6.5,7.4,7.3,5.0,5.8,5.0
4175,7.0,8.0,7.0,5.2,6.5,5.0,6.0,5.7,5.3,6.6,5.2,5.2,6.2,8.3,6.5,4.6,6.5,8.0,5.2,7.7,8.5,8.2,7.7,7.2,6.3,8.0
4176,5.5,5.5,7.0,3.0,5.0,5.0,7.0,0.6,2.0,5.0,6.0,2.0,5.0,6.6,5.0,7.2,3.3,7.5,,5.0,6.8,6.0,5.0,8.5,,5.0
4177,4.2,5.0,4.7,5.0,5.2,5.0,,2.0,3.0,5.3,4.0,,,6.2,,,,,,,,,,,,
4180,6.1,6.3,5.6,7.0,7.7,5.6,7.0,6.7,5.0,3.0,6.0,4.0,5.2,7.2,5.1,5.8,5.0,6.5,5.5,7.0,5.7,7.0,5.5,6.0,6.0,6.5
4181,6.0,,6.7,5.2,6.0,,7.0,5.1,7.0,5.9,7.3,7.5,6.4,7.5,6.1,7.8,5.0,5.5,4.1,,7.2,7.2,,,,6.0
4182,8.5,8.5,8.5,8.5,7.0,9.0,,8.7,7.6,7.0,8.0,9.6,8.0,5.5,5.0,9.3,8.3,8.0,7.5,7.0,9.0,7.6,9.0,6.0,8.0,8.5
4185,9.0,5.5,7.7,7.5,6.5,7.5,5.5,8.0,7.0,6.0,5.7,7.0,6.6,8.6,6.1,8.0,6.0,7.0,,6.4,8.0,,,5.0,6.5,
4187,6.2,7.0,10.0,9.1,7.3,6.0,7.0,9.0,6.7,6.4,7.1,8.0,6.8,6.8,6.6,8.6,8.3,7.0,7.0,5.1,9.0,7.9,7.1,7.5,5.5,8.0
4190,7.5,,6.5,6.3,8.0,8.8,,7.8,,5.0,5.7,7.2,5.5,6.3,5.0,5.4,6.5,6.5,6.7,5.0,5.0,7.2,10.0,9.0,8.6,6.0
4192,5.9,8.0,5.4,6.0,7.1,5.1,6.0,7.0,3.5,2.5,6.0,7.0,6.5,7.0,5.4,5.7,5.0,8.5,6.1,7.5,8.1,8.0,5.6,8.0,8.0,8.0
4193,5.7,5.0,5.5,5.0,5.3,6.2,6.5,5.5,5.5,5.7,5.0,5.6,5.9,7.0,5.7,7.2,2.5,6.5,6.4,5.7,7.0,6.1,5.0,7.6,7.0,5.8
4195,5.9,7.5,6.0,3.5,4.5,6.0,7.0,5.3,2.5,5.7,4.6,7.0,6.3,5.8,5.0,6.3,5.0,7.2,5.0,6.5,6.0,8.5,7.5,9.0,5.8,8.5
4197,5.1,6.0,6.5,6.0,5.1,5.0,5.0,3.9,2.3,4.0,8.0,5.0,2.0,6.7,6.5,5.5,6.7,0.0,4.0,1.0,5.5,8.5,5.5,3.2,5.0,8.0
4198,5.8,7.0,9.0,7.6,6.0,8.5,8.0,5.8,7.0,6.9,7.1,6.7,8.1,8.3,7.0,6.5,7.0,8.5,7.2,5.6,6.3,7.1,8.3,8.0,8.0,7.1
4199,5.0,6.6,5.0,5.0,6.8,5.0,6.0,7.0,5.7,4.3,3.0,5.0,3.2,3.1,5.2,4.0,0.6,6.0,3.2,5.0,5.5,5.0,6.0,5.8,5.0,5.2
4203,5.8,7.0,5.6,6.5,7.0,5.0,7.0,5.0,5.8,5.5,6.5,3.0,6.2,7.0,7.0,6.8,5.0,8.5,3.2,7.0,5.0,7.5,5.9,6.7,6.2,6.0
4205,8.0,7.5,6.0,6.1,7.0,5.1,5.0,2.3,7.0,5.0,7.2,5.8,5.1,7.7,7.5,8.2,6.3,6.5,6.6,6.3,6.7,3.0,5.0,5.0,6.7,8.0
4207,7.6,6.1,6.5,6.7,7.8,5.6,7.5,8.2,5.3,5.9,8.0,6.6,5.7,7.2,7.6,8.0,6.8,6.5,7.0,5.8,6.9,8.3,8.5,8.0,5.7,8.0
4210,1.7,7.2,5.0,2.6,5.0,7.0,5.0,7.6,5.5,5.5,8.5,4.5,3.5,1.0,8.5,,5.0,9.0,3.7,3.0,5.0,5.0,,,,
4212,6.0,5.5,6.4,5.8,5.0,4.5,5.0,5.1,2.8,3.5,6.5,3.0,,5.9,,,,,,,,,,,,
4214,9.0,,9.5,8.2,8.5,,8.0,7.9,9.0,6.2,7.6,9.3,7.5,,7.0,7.8,,9.3,7.5,,8.0,,8.0,,8.0,7.3
4215,7.1,7.0,5.0,9.0,6.0,6.6,6.5,8.5,6.1,6.5,8.0,6.1,6.7,7.5,10.0,7.2,8.5,8.1,6.2,5.4,6.4,8.4,9.2,8.4,7.0,7.6
4216,7.0,6.0,7.2,5.5,7.2,6.0,5.0,5.5,5.0,6.6,7.0,8.5,0.5,6.7,2.7,5.0,6.4,6.5,,,,5.0,,,,
4217,5.8,6.7,5.0,7.0,7.5,5.5,6.5,5.0,5.5,5.5,7.3,7.2,5.3,8.3,6.5,7.0,6.0,7.0,6.3,7.0,5.8,9.0,5.5,6.5,8.0,6.0
4218,5.4,8.0,5.8,7.5,6.6,6.5,8.0,3.2,3.0,5.4,6.0,6.7,5.0,6.2,6.2,1.0,5.2,7.0,3.1,5.0,8.5,7.5,7.0,5.4,5.3,6.8
4219,7.5,7.3,6.5,5.8,6.5,9.3,7.0,7.0,9.0,7.2,7.0,6.2,7.2,7.0,8.0,6.0,6.5,7.9,2.0,6.5,7.1,7.8,,,7.5,8.0
4220,,8.3,8.0,9.4,8.0,,,8.4,7.0,8.0,9.0,,,,,,,,,,,,,,,
4225,6.3,6.0,6.0,6.3,7.5,7.1,5.0,6.6,5.0,7.0,7.0,7.0,5.5,6.8,8.3,8.0,5.5,7.5,6.5,6.6,6.0,7.0,7.0,7.4,5.5,6.2
4226,7.3,9.2,5.8,5.3,7.3,5.0,5.5,6.2,5.0,3.7,6.0,5.6,4.7,6.5,6.5,8.5,2.3,7.5,5.5,1.0,7.5,2.0,5.0,8.0,7.0,6.2
4227,9.0,6.5,6.7,6.3,8.0,,6.5,9.0,6.5,6.0,7.3,8.0,7.5,6.8,8.0,7.5,5.0,7.0,6.7,7.0,7.7,7.3,,,6.5,6.4
4228,5.2,8.3,5.0,6.0,,6.5,,,6.0,6.0,,,6.0,,,,,,,,,,,,,
4229,6.0,7.9,8.5,9.0,7.0,8.6,6.9,9.6,9.5,5.0,6.9,7.3,6.4,8.3,8.5,6.4,8.5,6.3,7.0,7.1,5.0,9.0,5.0,9.2,7.2,7.1
4232,7.0,5.8,6.0,5.0,7.2,7.0,5.5,5.4,6.5,5.0,6.4,9.0,5.8,7.7,8.0,7.7,6.0,6.5,4.5,6.3,5.4,7.1,6.2,5.5,3.8,6.5
4233,6.3,0.0,,4.0,3.4,,,6.8,,,,,,,,,,,,,,,,,,
4234,5.9,7.5,6.0,7.0,7.8,5.8,7.0,7.0,5.1,6.2,5.0,6.5,6.5,7.8,7.3,9.0,7.0,8.0,7.0,5.6,8.9,8.0,6.5,8.0,6.5,7.0
4240,7.4,9.4,7.5,8.6,9.6,9.0,7.5,7.0,7.0,8.0,9.5,7.0,7.9,9.5,8.9,8.0,5.0,8.7,8.0,5.8,9.0,8.1,9.7,9.0,6.3,10.0
