id_alumne,P1,DDB,IO,ALGE,CAL,MD,FIS,ALGO,P2,ED,ELEC,AA,DS,EC,ICC,EMP,PIE,PAE,PIS,SO1,IA,SO2,TNUI,VA,XAR,BD,FHIC,GiVD,LIL,SWD
901,5.2,7.0,7.0,8.3,9.8,6.2,7.2,7.3,6.7,6.6,7.2,5.0,5.7,7.1,9.0,5.0,5.2,8.3,10.0,6.5,5.0,7.7,7.7,6.5,7.3,,,,,
902,,,,,5.3,,,6.1,2.8,,,,,,,,,,,,,,,,,,,,,
903,3.1,5.0,6.0,6.0,8.3,7.0,8.4,7.0,1.7,5.9,5.1,3.0,5.4,6.8,7.9,7.1,7.4,5.0,7.5,6.5,6.4,7.0,8.8,6.9,6.1,,,,,
904,5.4,6.2,7.5,5.3,7.2,6.5,5.6,6.5,6.2,6.4,6.0,6.2,6.3,8.2,7.7,6.0,7.8,7.0,10.0,6.5,7.7,7.2,8.5,6.3,7.9,,,,,
905,6.4,,,5.0,5.0,8.1,5.3,5.9,,,5.0,,,,6.6,5.6,5.6,,,,,,,,,,,,,
909,5.0,6.9,7.2,8.2,9.0,7.6,6.4,7.3,7.6,8.5,6.3,6.2,6.8,6.8,9.0,6.5,6.7,7.0,7.7,7.2,6.0,7.5,8.0,7.6,7.1,,,,,
910,,,,,4.2,,1.6,0.4,,,,,,,,,,,,,,,,,,,,,,
914,0.8,,,0.7,1.9,4.7,4.4,1.7,0.0,,,,,,,,,,,,,,,,,,,,,
924,5.0,6.3,7.0,7.6,7.0,7.3,5.2,5.6,7.0,5.8,3.5,6.4,3.7,6.3,7.8,5.0,4.4,8.1,7.5,5.9,,8.2,,7.0,,,,,,
925,0.9,4.0,1.0,5.5,6.9,5.7,5.0,5.5,0.9,,4.2,4.0,5.1,5.8,,,5.2,,,5.2,,5.9,,,,,,,,
926,0.2,1.0,2.0,6.2,7.2,6.3,6.4,5.3,0.5,5.5,4.8,3.0,5.0,6.4,5.1,6.7,5.9,,,,,,,,,,,,,
931,6.1,9.9,8.2,7.6,9.0,7.7,6.4,6.0,7.6,8.4,7.7,5.0,6.3,6.9,7.0,7.4,7.4,8.4,10.0,8.3,7.4,7.6,7.6,6.4,7.4,,,,,
934,7.0,9.4,8.6,6.0,7.9,9.0,7.6,8.3,8.6,7.7,5.3,6.8,6.5,7.1,9.0,6.4,8.5,8.4,8.5,7.5,7.5,8.7,9.7,8.5,7.5,,,,,
935,1.4,2.0,,5.0,8.6,,,5.0,0.7,,,,,,,,,,,,,,,,,,,,,
937,0.6,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,
941,0.7,,,3.3,5.9,,,2.1,0.5,,,,,,,,,,,,,,,,,,,,,
942,1.0,,,4.1,3.3,6.2,5.2,1.3,1.7,,,,,,,,,,,,,,,,,,,,,
949,6.0,,8.4,6.0,6.0,6.0,6.0,6.0,,9.7,9.8,4.0,9.0,6.0,9.5,8.0,6.7,,,,,,7.7,,7.1,,,,,
950,0.0,,8.0,6.6,6.0,7.7,6.5,8.0,0.0,0.0,,,0.0,6.3,,5.0,,8.3,0.0,,,,,,,0.0,,,,
